code,description,last_updated
G9605001003PATIENT SURVEY SCORE DID NOT IMPROVE FROM BASELINE FOLLOWING TREATMENT          SURV SCORE NO IMPROV W/TX   00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
G9606001003INTRAOPERATIVE CYSTOSCOPY PERFORMED TO EVALUATE FOR LOWER TRACT INJURY          INTRAOP CYST EVAL TRAC INJ  00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
"G9607001003DOCUMENTED MEDICAL REASONS FOR NOT PERFORMING INTRAOPERATIVE CYSTOSCOPY (E.G.,  DOC MED RSN NOT PERF CYSTOSC00      9                                                                                                     C                          Z2  1      02016010120180101        N",,2025-11-19 23:10:51
"G9607002004URETHRAL PATHOLOGY PRECLUDING CYSTOSCOPY, ANY PATIENT WHO HAS A CONGENITAL OR",,2025-11-19 23:10:51
G9607003004ACQUIRED ABSENCE OF THE URETHRA) OR IN THE CASE OF PATIENT DEATH,,2025-11-19 23:10:51
G9608001003INTRAOPERATIVE CYSTOSCOPY NOT PERFORMED TO EVALUATE FOR LOWER TRACT INJURY      INTRAOP CYST EVAL NOT DONE  00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
G9609001003DOCUMENTATION OF AN ORDER FOR ANTI-PLATELET AGENTS                              DOC ORDER ANTI-PLAT         00      9                                                                                                     C                          Z2  1      02016010120170101        N,,2025-11-19 23:10:51
G9610001003DOCUMENTATION OF MEDICAL REASON(S) IN THE PATIENT'S RECORD FOR NOT ORDERING     DOC MD RSN NO ANTIPLA       00      9                                                                                                     C                          Z2  1      02016010120170101        N,,2025-11-19 23:10:51
G9610002004ANTI-PLATELET AGENTS,,2025-11-19 23:10:51
"G9611001003ORDER FOR ANTI-PLATELET AGENTS WAS NOT DOCUMENTED IN THE PATIENT'S RECORD,      NO DOC ORDER ANTI-PLAT RNG  00      9                                                                                                     C                          Z2  1      02016010120170101        N",,2025-11-19 23:10:51
G9611002004REASON NOT GIVEN,,2025-11-19 23:10:51
G9612001003PHOTODOCUMENTATION OF TWO OR MORE CECAL LANDMARKS TO ESTABLISH A COMPLETE       PHODOC 2 MR CEC LNDMK       00      9                                                                                                     C                          Z2  1      0201601012024010120231231N,,2025-11-19 23:10:51
G9612002004EXAMINATION,,2025-11-19 23:10:51
"G9613001003DOCUMENTATION OF POST-SURGICAL ANATOMY (E.G., RIGHT HEMICOLECTOMY, ILEOCECAL    DOC POST SURG ANATOMY       00      9                                                                                                     C                          Z2  1      0201601012024010120231231N",,2025-11-19 23:10:51
"G9613002004RESECTION, ETC.)",,2025-11-19 23:10:51
"G9614001003PHOTODOCUMENTATION OF LESS THAN TWO CECAL LANDMARKS (I.E., NO CECAL LANDMARKS   PHOTODOC < 2 CEC LNDMK      00      9                                                                                                     C                          Z2  1      0201601012024010120231231N",,2025-11-19 23:10:51
G9614002004OR ONLY ONE CECAL LANDMARK) TO ESTABLISH A COMPLETE EXAMINATION,,2025-11-19 23:10:51
G9615001003PREOPERATIVE ASSESSMENT DOCUMENTED                                              PRE-OP ASST DOC             00      9                                                                                                     C                          Z2  1      0201601012021010120201231N,,2025-11-19 23:10:51
"G9616001003DOCUMENTATION OF REASON(S) FOR NOT DOCUMENTING A PREOPERATIVE ASSESSMENT (E.G., DOC RSN NO PREOP ASSMT      00      9                                                                                                     C                          Z2  1      0201601012021010120201231N",,2025-11-19 23:10:51
G9616002004PATIENT WITH A GYNECOLOGIC OR OTHER PELVIC MALIGNANCY NOTED AT THE TIME OF,,2025-11-19 23:10:51
G9616003004SURGERY),,2025-11-19 23:10:51
"G9617001003PREOPERATIVE ASSESSMENT NOT DOCUMENTED, REASON NOT GIVEN                        PRE-OP ASST NOT DOC, RNG    00      9                                                                                                     C                          Z2  1      0201601012021010120201231N",,2025-11-19 23:10:51
G9618001003DOCUMENTATION OF SCREENING FOR UTERINE MALIGNANCY OR THOSE THAT HAD AN          DOC SCR UTER MAL OR US/SAMP 00      9                                                                                                     C                          Z2  1      0201601012023010120221231N,,2025-11-19 23:10:51
G9618002004ULTRASOUND AND/OR ENDOMETRIAL SAMPLING OF ANY KIND,,2025-11-19 23:10:51
"G9619001003DOCUMENTATION OF REASON(S) FOR NOT SCREENING FOR UTERINE MALIGNANCY (E.G.,      DOC RSN NO SCR UTER MALIG   00      9                                                                                                     C                          Z2  1      0201601012017010120161231N",,2025-11-19 23:10:51
G9619002004PRIOR HYSTERECTOMY),,2025-11-19 23:10:51
"G9620001003PATIENT NOT SCREENED FOR UTERINE MALIGNANCY, OR THOSE THAT HAVE NOT HAD AN      NO SCR UTR MALIG/US/SAMP RNG00      9                                                                                                     C                          Z2  1      0201601012023010120221231N",,2025-11-19 23:10:51
"G9620002004ULTRASOUND AND/OR ENDOMETRIAL SAMPLING OF ANY KIND, REASON NOT GIVEN",,2025-11-19 23:10:51
G9621001003PATIENT IDENTIFIED AS AN UNHEALTHY ALCOHOL USER WHEN SCREENED FOR UNHEALTHY     SCR UNHEAL ETOH W/COUNSEL   00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
G9621002004ALCOHOL USE USING A SYSTEMATIC SCREENING METHOD AND RECEIVED BRIEF COUNSELING,,2025-11-19 23:10:51
G9622001003PATIENT NOT IDENTIFIED AS AN UNHEALTHY ALCOHOL USER WHEN SCREENED FOR UNHEALTHY NO UNHEAL ETOH USER         00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
G9622002004ALCOHOL USE USING A SYSTEMATIC SCREENING METHOD,,2025-11-19 23:10:51
G9623001003DOCUMENTATION OF MEDICAL REASON(S) FOR NOT SCREENING FOR UNHEALTHY ALCOHOL USE  DOC MED RSN NO SCR ETOH USE 00      9                                                                                                     C                          Z2  1      0201601012023010120221231N,,2025-11-19 23:10:51
"G9623002004(E.G., LIMITED LIFE EXPECTANCY, OTHER MEDICAL REASONS)",,2025-11-19 23:10:51
G9624001003PATIENT NOT SCREENED FOR UNHEALTHY ALCOHOL USE USING A SYSTEMATIC SCREENING     PT NOT SCRN OR NO COUNSELING00      9                                                                                                     C                          Z2  1      02016010120230101        N,,2025-11-19 23:10:51
G9624002004METHOD OR PATIENT DID NOT RECEIVE BRIEF COUNSELING IF IDENTIFIED AS AN,,2025-11-19 23:10:51
G9624003004UNHEALTHY ALCOHOL USER,,2025-11-19 23:10:51
G9625001003PATIENT SUSTAINED BLADDER INJURY AT THE TIME OF SURGERY OR DISCOVERED           PT BL SRG 30 DAY PST SRG    00      9                                                                                                     C                          Z2  1      02016010120190101        N,,2025-11-19 23:10:51
G9625002004SUBSEQUENTLY UP TO 30 DAYS POST-SURGERY,,2025-11-19 23:10:51
"G9626001003DOCUMENTED MEDICAL REASON FOR NOT REPORTING BLADDER INJURY (E.G., GYNECOLOGIC   MED RSN NO RPT BLADDER INJ  00      9                                                                                                     C                          Z2  1      02016010120230101        N",,2025-11-19 23:10:51
"G9626002004OR OTHER PELVIC MALIGNANCY DOCUMENTED, CONCURRENT SURGERY INVOLVING BLADDER",,2025-11-19 23:10:51
"G9626003004PATHOLOGY, INJURY THAT OCCURS DURING A URINARY INCONTINENCE PROCEDURE, PATIENT",,2025-11-19 23:10:51
"G9626004004DEATH FROM NON-MEDICAL CAUSES NOT RELATED TO SURGERY, PATIENT DIED DURING",,2025-11-19 23:10:51
G9626005004PROCEDURE WITHOUT EVIDENCE OF BLADDER INJURY),,2025-11-19 23:10:51
G9627001003PATIENT DID NOT SUSTAIN BLADDER INJURY AT THE TIME OF SURGERY NOR DISCOVERED    PT NO BL SRG 30 DAY PST SRG 00      9                                                                                                     C                          Z2  1      02016010120220101        N,,2025-11-19 23:10:51
G9627002004SUBSEQUENTLY UP TO 30 DAYS POST-SURGERY,,2025-11-19 23:10:51
G9628001003PATIENT SUSTAINED BOWEL INJURY AT THE TIME OF SURGERY OR DISCOVERED             PT BWLI SRG 30 DAY PST SRG  00      9                                                                                                     C                          Z2  1      02016010120190101        N,,2025-11-19 23:10:51
G9628002004SUBSEQUENTLY UP TO 30 DAYS  POST-SURGERY,,2025-11-19 23:10:51
"G9629001003DOCUMENTED MEDICAL REASONS FOR NOT REPORTING BOWEL INJURY (E.G., GYNECOLOGIC OR MED RSN NO RPT BOWEL INJ    00      9                                                                                                     C                          Z2  1      02016010120170101        N",,2025-11-19 23:10:51
"G9629002004OTHER PELVIC MALIGNANCY DOCUMENTED, PLANNED (E.G., NOT DUE TO AN UNEXPECTED",,2025-11-19 23:10:51
"G9629003004BOWEL INJURY) RESECTION AND/OR RE-ANASTOMOSIS OF BOWEL, OR PATIENT DEATH FROM",,2025-11-19 23:10:51
"G9629004004NON-MEDICAL CAUSES NOT RELATED TO SURGERY, PATIENT DIED DURING PROCEDURE",,2025-11-19 23:10:51
G9629005004WITHOUT EVIDENCE OF BOWEL INJURY),,2025-11-19 23:10:51
G9630001003PATIENT DID NOT SUSTAIN A BOWEL INJURY AT THE TIME OF SURGERY NOR DISCOVERED    PT NO BWLI SRG 30 DAY SRG   00      9                                                                                                     C                          Z2  1      02016010120190101        N,,2025-11-19 23:10:51
G9630002004SUBSEQUENTLY UP TO 30 DAYS POST-SURGERY,,2025-11-19 23:10:51
G9631001003PATIENT SUSTAINED URETER INJURY AT THE TIME OF SURGERY OR DISCOVERED            PT UI SRG 30 DAY PST SRG    00      9                                                                                                     C                          Z2  1      0201601012023010120221231N,,2025-11-19 23:10:51
G9631002004SUBSEQUENTLY UP TO 30 DAYS POST-SURGERY,,2025-11-19 23:10:51
"G9632001003DOCUMENTED MEDICAL REASONS FOR NOT REPORTING URETER INJURY (E.G., GYNECOLOGIC   MED RSN FOR NO RPT URET INJ 00      9                                                                                                     C                          Z2  1      0201601012023010120221231N",,2025-11-19 23:10:51
"G9632002004OR OTHER PELVIC MALIGNANCY DOCUMENTED, CONCURRENT SURGERY INVOLVING BLADDER",,2025-11-19 23:10:51
"G9632003004PATHOLOGY, INJURY THAT OCCURS DURING A URINARY INCONTINENCE PROCEDURE, PATIENT",,2025-11-19 23:10:51
"G9632004004DEATH FROM NON-MEDICAL CAUSES NOT RELATED TO SURGERY, PATIENT DIED DURING",,2025-11-19 23:10:51
G9632005004PROCEDURE WITHOUT EVIDENCE OF URETER INJURY),,2025-11-19 23:10:51
G9633001003PATIENT DID NOT SUSTAIN URETER INJURY AT THE TIME OF SURGERY NOR DISCOVERED     PT NO UI SRG 30 DAY PST SRG 00      9                                                                                                     C                          Z2  1      0201601012023010120221231N,,2025-11-19 23:10:51
G9633002004SUBSEQUENTLY UP TO 30 DAYS POST-SURGERY,,2025-11-19 23:10:51
G9634001003HEALTH-RELATED QUALITY OF LIFE ASSESSED WITH TOOL DURING AT LEAST TWO VISITS    QUAL LIFE TOOL 2X SAME/IMPR 00      9                                                                                                     C                          Z2  1      0201601012022010120211231N,,2025-11-19 23:10:51
G9634002004AND QUALITY OF LIFE SCORE REMAINED THE SAME OR IMPROVED,,2025-11-19 23:10:51
G9635001003HEALTH-RELATED QUALITY OF LIFE NOT ASSESSED WITH TOOL FOR DOCUMENTED REASON(S)  NO DOC RSN DO QUAL LIFE ASSM00      9                                                                                                     C                          Z2  1      0201601012022010120211231N,,2025-11-19 23:10:51
"G9635002004(E.G., PATIENT HAS A COGNITIVE OR NEUROPSYCHIATRIC IMPAIRMENT THAT IMPAIRS",,2025-11-19 23:10:51
"G9635003004HIS/HER ABILITY TO COMPLETE THE HRQOL SURVEY, PATIENT HAS THE INABILITY TO READ",,2025-11-19 23:10:51
G9635004004AND/OR WRITE IN ORDER TO COMPLETE THE HRQOL QUESTIONNAIRE),,2025-11-19 23:10:51
G9636001003HEALTH-RELATED QUALITY OF LIFE NOT ASSESSED WITH TOOL DURING AT LEAST TWO       NO LIFE ASST 2X SAME/DECR   00      9                                                                                                     C                          Z2  1      0201601012022010120211231N,,2025-11-19 23:10:51
G9636002004VISITS OR QUALITY OF LIFE SCORE DECLINED,,2025-11-19 23:10:51
G9637001003FINAL REPORTS WITH DOCUMENTATION OF ONE OR MORE DOSE REDUCTION TECHNIQUES       DOC >1 DOSE REDUC TECH      00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
"G9637002004(E.G., AUTOMATED EXPOSURE CONTROL, ADJUSTMENT OF THE MA AND/OR KV ACCORDING TO",,2025-11-19 23:10:51
"G9637003004PATIENT SIZE, USE OF ITERATIVE RECONSTRUCTION TECHNIQUE)",,2025-11-19 23:10:51
G9638001003FINAL REPORTS WITHOUT DOCUMENTATION OF ONE OR MORE DOSE REDUCTION TECHNIQUES    NO DOC >1 DOSE REDUC TECH   00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
"G9638002004(E.G., AUTOMATED EXPOSURE CONTROL, ADJUSTMENT OF THE MA AND/OR KV ACCORDING TO",,2025-11-19 23:10:51
"G9638003004PATIENT SIZE, USE OF ITERATIVE RECONSTRUCTION TECHNIQUE)",,2025-11-19 23:10:51
G9639001003MAJOR AMPUTATION OR OPEN SURGICAL BYPASS NOT REQUIRED WITHIN 48 HOURS OF THE    AMP NO REQD IN48H IELER PROC00      9                                                                                                     C                          Z2  1      0201601012022010120211231N,,2025-11-19 23:10:51
G9639002004INDEX ENDOVASCULAR LOWER EXTREMITY REVASCULARIZATION PROCEDURE,,2025-11-19 23:10:51
G9640001003DOCUMENTATION OF PLANNED HYBRID OR STAGED PROCEDURE                             DOC PLAN HYBRID/STAGE PROC  00      9                                                                                                     C                          Z2  1      0201601012022010120211231N,,2025-11-19 23:10:51
G9641001003MAJOR AMPUTATION OR OPEN SURGICAL BYPASS REQUIRED WITHIN 48 HOURS OF THE INDEX  AMP REQD W/IN 48H IELER PROC00      9                                                                                                     C                          Z2  1      0201601012022010120211231N,,2025-11-19 23:10:51
G9641002004ENDOVASCULAR LOWER EXTREMITY REVASCULARIZATION PROCEDURE,,2025-11-19 23:10:51
"G9642001003CURRENT SMOKER (E.G., CIGARETTE, CIGAR, PIPE, E-CIGARETTE OR MARIJUANA)         CURRENT SMOKER              00      9                                                                                                     C                          Z2  1      02016010120210101        N",,2025-11-19 23:10:51
G9643001003ELECTIVE SURGERY                                                                ELECTIVE SURGERY            00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
G9644001003PATIENTS WHO ABSTAINED FROM SMOKING PRIOR TO ANESTHESIA ON THE DAY OF SURGERY   NO SMOK B/4 ANES DAY OF SURG00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
G9644002004OR PROCEDURE,,2025-11-19 23:10:51
G9645001003PATIENTS WHO DID NOT ABSTAIN FROM SMOKING PRIOR TO ANESTHESIA ON THE DAY OF     HAD SMOKE B/4 ANES DAY SURG 00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
G9645002004SURGERY OR PROCEDURE,,2025-11-19 23:10:51
G9646001003PATIENTS WITH 90 DAY MRS SCORE OF 0 TO 2                                        PT W/90D MRS 0-2            00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
G9647001003PATIENTS IN WHOM MRS SCORE COULD NOT BE OBTAINED AT 90 DAY FOLLOW-UP            NO MRS SCORE IN 90D FOLLOWUP00      9                                                                                                     C                          Z2  1      0201601012022010120211231N,,2025-11-19 23:10:51
G9648001003PATIENTS WITH 90 DAY MRS SCORE GREATER THAN 2                                   PT W/90D MRS >2             00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
G9649001003PSORIASIS ASSESSMENT TOOL DOCUMENTED MEETING ANY ONE OF THE SPECIFIED           PSOR AS DOC SPC BM          00      9                                                                                                     C                          Z2  1      02016010120190101        N,,2025-11-19 23:10:51
"G9649002004BENCHMARKS (E.G., (PGA; 5-POINT OR 6-POINT SCALE), BODY SURFACE AREA (BSA),",,2025-11-19 23:10:51
G9649003004PSORIASIS AREA AND SEVERITY INDEX (PASI) AND/OR DERMATOLOGY LIFE QUALITY INDEX),,2025-11-19 23:10:51
G9649004004(DLQI)),,2025-11-19 23:10:51
G9650001003DOCUMENTATION THAT THE PATIENT DECLINED THERAPY CHANGE OR HAS DOCUMENTED        DOC PT NO THER CHG OR CONTRA00      9                                                                                                     C                          Z2  1      0201601012017010120161231N,,2025-11-19 23:10:51
"G9650002004CONTRAINDICATIONS (E.G., EXPERIENCED ADVERSE EFFECTS OR LACK OF EFFICACY WITH",,2025-11-19 23:10:51
G9650003004ALL OTHER THERAPY OPTIONS) IN ORDER TO ACHIEVE BETTER DISEASE CONTROL AS,,2025-11-19 23:10:51
"G9650004004MEASURED BY PGA, BSA, PASI, OR DLQI",,2025-11-19 23:10:51
G9651001003PSORIASIS ASSESSMENT TOOL DOCUMENTED NOT MEETING ANY ONE OF THE SPECIFIED       PSOR AS DOC NO SPC BM       00      9                                                                                                     C                          Z2  1      02016010120190101        N,,2025-11-19 23:10:51
"G9651002004BENCHMARKS (E.G., (PGA; 5-POINT OR 6-POINT SCALE), BODY SURFACE AREA (BSA),",,2025-11-19 23:10:51
G9651003004PSORIASIS AREA AND SEVERITY INDEX (PASI) AND/OR DERMATOLOGY LIFE QUALITY INDEX),,2025-11-19 23:10:51
G9651004004(DLQI)) OR PSORIASIS ASSESSMENT TOOL NOT DOCUMENTED,,2025-11-19 23:10:51
G9652001003PATIENT HAS BEEN TREATED WITH A SYSTEMIC OR BIOLOGIC MEDICATION FOR PSORIASIS   PT TX SYS BIO MED PSORI 6MTH00      9                                                                                                     C                          Z2  1      0201601012017010120161231N,,2025-11-19 23:10:51
G9652002004FOR AT LEAST SIX MONTHS,,2025-11-19 23:10:51
G9653001003PATIENT HAS NOT BEEN TREATED WITH A SYSTEMIC OR BIOLOGIC MEDICATION FOR         PT NO TX SYS BIO RX 6 MTHS  00      9                                                                                                     C                          Z2  1      0201601012017010120161231N,,2025-11-19 23:10:51
G9653002004PSORIASIS FOR AT LEAST SIX MONTHS,,2025-11-19 23:10:51
G9654001003MONITORED ANESTHESIA CARE (MAC)                                                 MON ANESTH CARE             00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
G9655001003A TRANSFER OF CARE PROTOCOL OR HANDOFF TOOL/CHECKLIST THAT INCLUDES THE         TOC TOOL INCL KEY ELEM      00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
G9655002004REQUIRED KEY HANDOFF ELEMENTS IS USED,,2025-11-19 23:10:51
G9656001003PATIENT TRANSFERRED DIRECTLY FROM ANESTHETIZING LOCATION TO PACU OR OTHER       PT TRANS FROM ANEST TO PACU 00      9                                                                                                     C                          Z2  1      02016010120180101        N,,2025-11-19 23:10:51
G9656002004NON-ICU LOCATION,,2025-11-19 23:10:51
G9657001003TRANSFER OF CARE DURING AN ANESTHETIC OR TO THE INTENSIVE CARE UNIT             TOC DUR ANETH TO ICU        00      9                                                                                                     C                          Z2  1      0201601012017010120161231N,,2025-11-19 23:10:51
G9658001003A TRANSFER OF CARE PROTOCOL OR HANDOFF TOOL/CHECKLIST THAT INCLUDES THE         TOC TOOL INCL ELEM NOT USED 00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
G9658002004REQUIRED KEY HANDOFF ELEMENTS IS NOT USED,,2025-11-19 23:10:51
G9659001003PATIENTS GREATER THAN OR EQUAL TO 86 YEARS OF AGE WHO UNDERWENT A SCREENING     >=86Y NO HX COLO CA/RSN SCOP00      9                                                                                                     C                          Z2  1      02016010120210101        N,,2025-11-19 23:10:51
G9659002004COLONOSCOPY AND DID NOT HAVE A HISTORY OF COLORECTAL CANCER OR OTHER VALID,,2025-11-19 23:10:51
"G9659003004MEDICAL REASON FOR THE COLONOSCOPY, INCLUDING: IRON DEFICIENCY ANEMIA, LOWER",,2025-11-19 23:10:51
"G9659004004GASTROINTESTINAL BLEEDING, CROHN'S DISEASE (I.E., REGIONAL ENTERITIS), FAMILIAL",,2025-11-19 23:10:51
"G9659005004ADENOMATOUS POLYPOSIS, LYNCH SYNDROME (I.E., HEREDITARY NON-POLYPOSIS",,2025-11-19 23:10:51
"G9659006004COLORECTAL CANCER), INFLAMMATORY BOWEL DISEASE, ULCERATIVE COLITIS, ABNORMAL",,2025-11-19 23:10:51
"G9659007004FINDING OF GASTROINTESTINAL TRACT, OR CHANGES IN BOWEL HABITS",,2025-11-19 23:10:51
G9660001003DOCUMENTATION OF MEDICAL REASON(S) FOR A COLONOSCOPY PERFORMED ON A PATIENT     DOC MED RSN SCOPE PT >= 86Y 00      9                                                                                                     C                          Z2  1      02016010120210101        N,,2025-11-19 23:10:51
"G9660002004GREATER THAN OR EQUAL TO 86 YEARS OF AGE (E.G., IRON DEFICIENCY ANEMIA, LOWER",,2025-11-19 23:10:51
"G9660003004GASTROINTESTINAL BLEEDING, CROHN'S DISEASE (I.E., REGIONAL ENTERITIS), FAMILIAL",,2025-11-19 23:10:51
"G9660004004HISTORY OF ADENOMATOUS POLYPOSIS, LYNCH SYNDROME (I.E., HEREDITARY",,2025-11-19 23:10:51
"G9660005004NON-POLYPOSIS COLORECTAL CANCER), INFLAMMATORY BOWEL DISEASE, ULCERATIVE",,2025-11-19 23:10:51
"G9660006004COLITIS, ABNORMAL FINDING OF GASTROINTESTINAL TRACT, OR CHANGES IN BOWEL HABITS)",,2025-11-19 23:10:51
G9661001003PATIENTS GREATER THAN OR EQUAL TO 86 YEARS OF AGE WHO RECEIVED A  COLONOSCOPY   PT >= 86  W/ HI RISK        00      9                                                                                                     C                          Z2  1      02016010120210101        N,,2025-11-19 23:10:51
"G9661002004FOR AN ASSESSMENT OF SIGNS/SYMPTOMS OF GI TRACT ILLNESS, AND/OR BECAUSE THE",,2025-11-19 23:10:51
"G9661003004PATIENT MEETS HIGH RISK CRITERIA, AND/OR TO FOLLOW-UP ON PREVIOUSLY DIAGNOSED",,2025-11-19 23:10:51
G9661004004ADVANCED LESIONS,,2025-11-19 23:10:51
"G9662001003PREVIOUSLY DIAGNOSED OR HAVE A DIAGNOSIS OF CLINICAL ASCVD, INCLUDING ASCVD     PRIOR DX/ACTIVE CLIN ASCVD  00      9                                                                                                     C                          Z2  1      02016010120230101        N",,2025-11-19 23:10:51
G9662002004PROCEDURE,,2025-11-19 23:10:51
G9663001003ANY LDL-C LABORATORY RESULT >= 190 MG/DL                                        FAST/DIR LDL >= 190 MG/DL   00      9                                                                                                     C                          Z2  1      02016010120230101        N,,2025-11-19 23:10:51
G9664001003PATIENTS WHO ARE CURRENTLY STATIN THERAPY USERS OR RECEIVED AN ORDER            TAKING STATIN OR REC'D ORDER00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
G9664002004(PRESCRIPTION) FOR STATIN THERAPY,,2025-11-19 23:10:51
G9665001003PATIENTS WHO ARE NOT CURRENTLY STATIN THERAPY USERS OR DID NOT RECEIVE AN ORDER NO STATIN/NO ORDER STATIN   00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
G9665002004(PRESCRIPTION) FOR STATIN THERAPY,,2025-11-19 23:10:51
G9666001003PATIENT'S HIGHEST FASTING OR DIRECT LDL-C LABORATORY TEST RESULT IN THE         FAS/DIR LDL 70-189MG/DL MST 00      9                                                                                                     C                          Z2  1      0201601012022010120211231N,,2025-11-19 23:10:51
G9666002004MEASUREMENT PERIOD OR TWO YEARS PRIOR TO THE BEGINNING OF THE MEASUREMENT,,2025-11-19 23:10:51
G9666003004PERIOD IS 70-189 MG/DL,,2025-11-19 23:10:51
G9667001003DOCUMENTATION OF MEDICAL REASON(S) FOR NOT CURRENTLY BEING A STATIN   THERAPY   DOC MED RSN NO STAT TX/PRESC00      9                                                                                                     C                          Z2  1      0201601012017010120161231N,,2025-11-19 23:10:51
"G9667002004USER OR RECEIVE AN ORDER (PRESCRIPTION) FOR STATIN THERAPY (E.G., PATIENT WITH",,2025-11-19 23:10:51
"G9667003004ADVERSE EFFECT, ALLERGY OR INTOLERANCE TO STATIN MEDICATION THERAPY, PATIENTS",,2025-11-19 23:10:51
"G9667004004WHO HAVE AN ACTIVE DIAGNOSIS OF PREGNANCY OR WHO ARE BREASTFEEDING, PATIENTS",,2025-11-19 23:10:51
"G9667005004WHO ARE RECEIVING PALLIATIVE CARE, PATIENTS WITH ACTIVE LIVER DISEASE OR",,2025-11-19 23:10:51
"G9667006004HEPATIC DISEASE OR INSUFFICIENCY, PATIENTS WITH END STAGE RENAL DISEASE (ESRD),",,2025-11-19 23:10:51
G9667007004AND PATIENTS WITH DIABETES WHO HAVE A FASTING OR DIRECT LDL-C LABORATORY TEST,,2025-11-19 23:10:51
G9667008004RESULT < 70 MG/DL AND ARE NOT TAKING STATIN THERAPY),,2025-11-19 23:10:51
G9669001003I INTEND TO REPORT THE MULTIPLE CHRONIC CONDITIONS MEASURES GROUP               INTEND RPT MULT CHR MSR GRP 00      9                                                                                                     C                          Z2  1      0201601012017010120161231N,,2025-11-19 23:10:51
G9670001003ALL QUALITY ACTIONS FOR THE APPLICABLE MEASURES IN THE MULTIPLE CHRONIC         QTY ACT MCC MG PERF         00      9                                                                                                     C                          Z2  1      0201601012017010120161231N,,2025-11-19 23:10:51
G9670002004CONDITIONS MEASURES GROUP HAVE BEEN PERFORMED FOR THIS PATIENT,,2025-11-19 23:10:51
G9671001003I INTEND TO REPORT THE DIABETIC RETINOPATHY MEASURES GROUP                      INTEND RPT DIA RETIN MSR GRP00      9                                                                                                     C                          Z2  1      0201601012017010120161231N,,2025-11-19 23:10:51
G9672001003ALL QUALITY ACTIONS FOR THE APPLICABLE MEASURES IN THE DIABETIC RETINOPATHY     QTY ACT DIAB RETIN MG PERF  00      9                                                                                                     C                          Z2  1      0201601012017010120161231N,,2025-11-19 23:10:51
G9672002004MEASURES GROUP HAVE BEEN PERFORMED FOR THIS PATIENT,,2025-11-19 23:10:51
G9673001003I INTEND TO REPORT THE CARDIOVASCULAR PREVENTION MEASURES GROUP                 INTEND RPT CARD PREV MSR GRP00      9                                                                                                     C                          Z2  1      0201601012017010120161231N,,2025-11-19 23:10:51
G9674001003PATIENTS WITH CLINICAL ASCVD DIAGNOSIS                                          PT W/CLIN ASCVD DX          00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
G9675001003PATIENTS WHO HAVE EVER HAD A FASTING OR DIRECT LABORATORY RESULT OF LDL-C = 190 PT W/FAST/DIR LAB LDL-C >19000      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
G9675002004MG/DL,,2025-11-19 23:10:51
G9676001003PATIENTS AGED 40 TO 75 YEARS AT THE BEGINNING OF THE MEASUREMENT PERIOD WITH    40-75Y W/TYPE 1/2 W/LDL-C RS00      9                                                                                                     C                          Z2  1      02016010120160101        N,,2025-11-19 23:10:51
G9676002004TYPE 1 OR TYPE 2 DIABETES AND WITH AN LDL-C RESULT OF 70-189 MG/DL RECORDED AS,,2025-11-19 23:10:51
G9676003004THE HIGHEST FASTING OR DIRECT LABORATORY TEST RESULT IN THE MEASUREMENT YEAR OR,,2025-11-19 23:10:51
G9676004004DURING THE TWO YEARS PRIOR TO THE BEGINNING OF THE MEASUREMENT PERIOD,,2025-11-19 23:10:51
G9677001003ALL QUALITY ACTIONS FOR THE APPLICABLE MEASURES IN THE CARDIOVASCULAR           QTY ACT CARD PREV MG PERF   00      9                                                                                                     C                          Z2  1      0201601012017010120161231N,,2025-11-19 23:10:51
G9677002004PREVENTION MEASURES GROUP HAVE BEEN PERFORMED FOR THIS PATIENT,,2025-11-19 23:10:51
