code,description,last_updated
4;T;X;16;P20;P29.0;P29.0;P290;NEONATAL CARDIAC FAILURE;CARDIOVASCULAR DISORDERS ORIGINATING IN THE PERINATAL PERIOD;NEONATAL CARDIAC FAILURE;;253;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P20;P29.1;P29.1;P291;NEONATAL CARDIAC DYSRHYTHMIA;CARDIOVASCULAR DISORDERS ORIGINATING IN THE PERINATAL PERIOD;NEONATAL CARDIAC DYSRHYTHMIA;;253;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P20;P29.2;P29.2;P292;NEONATAL HYPERTENSION;CARDIOVASCULAR DISORDERS ORIGINATING IN THE PERINATAL PERIOD;NEONATAL HYPERTENSION;;253;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P20;P29.3;P29.3;P293;PERSISTENT FETAL CIRCULATION;CARDIOVASCULAR DISORDERS ORIGINATING IN THE PERINATAL PERIOD;PERSISTENT FETAL CIRCULATION;;253;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P20;P29.4;P29.4;P294;TRANSIENT MYOCARDIAL ISCHAEMIA OF NEWBORN;CARDIOVASCULAR DISORDERS ORIGINATING IN THE PERINATAL PERIOD;TRANSIENT MYOCARDIAL ISCHAEMIA OF NEWBORN;;253;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P20;P29.8;P29.8;P298;OTHER CARDIOVASCULAR DISORDERS ORIGINATING IN THE PERINATAL PERIOD;CARDIOVASCULAR DISORDERS ORIGINATING IN THE PERINATAL PERIOD;OTHER CARDIOVASCULAR DISORDERS ORIGINATING IN THE PERINATAL PERIOD;;253;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
"4;T;X;16;P20;P29.9;P29.9;P299;CARDIOVASCULAR DISORDER ORIGINATING IN THE PERINATAL PERIOD, UNSPECIFIED;CARDIOVASCULAR DISORDERS ORIGINATING IN THE PERINATAL PERIOD;CARDIOVASCULAR DISORDER ORIGINATING IN THE PERINATAL PERIOD, UNSPECIFIED;;253;4-035;3-048;2-069;1-092",,2025-11-20 20:18:05
3;N;X;16;P35;P35.-;P35;P35;CONGENITAL VIRAL DISEASES;CONGENITAL VIRAL DISEASES;;;250;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P35.0;P35.0;P350;CONGENITAL RUBELLA SYNDROME;CONGENITAL VIRAL DISEASES;CONGENITAL RUBELLA SYNDROME;;250;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P35.1;P35.1;P351;CONGENITAL CYTOMEGALOVIRUS INFECTION;CONGENITAL VIRAL DISEASES;CONGENITAL CYTOMEGALOVIRUS INFECTION;;250;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P35.2;P35.2;P352;CONGENITAL HERPESVIRAL [HERPES SIMPLEX] INFECTION;CONGENITAL VIRAL DISEASES;CONGENITAL HERPESVIRAL [HERPES SIMPLEX] INFECTION;;250;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P35.3;P35.3;P353;CONGENITAL VIRAL HEPATITIS;CONGENITAL VIRAL DISEASES;CONGENITAL VIRAL HEPATITIS;;250;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P35.4;P35.4;P354;CONGENITAL ZIKA VIRUS DISEASE;CONGENITAL VIRAL DISEASES;CONGENITAL ZIKA VIRUS DISEASE;;;;;;,,2025-11-20 20:18:05
4;T;X;16;P35;P35.8;P35.8;P358;OTHER CONGENITAL VIRAL DISEASES;CONGENITAL VIRAL DISEASES;OTHER CONGENITAL VIRAL DISEASES;;250;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
"4;T;X;16;P35;P35.9;P35.9;P359;CONGENITAL VIRAL DISEASE, UNSPECIFIED;CONGENITAL VIRAL DISEASES;CONGENITAL VIRAL DISEASE, UNSPECIFIED;;250;4-035;3-048;2-069;1-092",,2025-11-20 20:18:05
3;N;X;16;P35;P36.-;P36;P36;BACTERIAL SEPSIS OF NEWBORN;BACTERIAL SEPSIS OF NEWBORN;;;250;4-032;3-045;2-069;1-092,,2025-11-20 20:18:05
"4;T;X;16;P35;P36.0;P36.0;P360;SEPSIS OF NEWBORN DUE TO STREPTOCOCCUS, GROUP B;BACTERIAL SEPSIS OF NEWBORN;SEPSIS OF NEWBORN DUE TO STREPTOCOCCUS, GROUP B;;250;4-032;3-045;2-069;1-092",,2025-11-20 20:18:05
4;T;X;16;P35;P36.1;P36.1;P361;SEPSIS OF NEWBORN DUE TO OTHER AND UNSPECIFIED STREPTOCOCCI;BACTERIAL SEPSIS OF NEWBORN;SEPSIS OF NEWBORN DUE TO OTHER AND UNSPECIFIED STREPTOCOCCI;;250;4-032;3-045;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P36.2;P36.2;P362;SEPSIS OF NEWBORN DUE TO STAPHYLOCOCCUS AUREUS;BACTERIAL SEPSIS OF NEWBORN;SEPSIS OF NEWBORN DUE TO STAPHYLOCOCCUS AUREUS;;250;4-032;3-045;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P36.3;P36.3;P363;SEPSIS OF NEWBORN DUE TO OTHER AND UNSPECIFIED STAPHYLOCOCCI;BACTERIAL SEPSIS OF NEWBORN;SEPSIS OF NEWBORN DUE TO OTHER AND UNSPECIFIED STAPHYLOCOCCI;;250;4-032;3-045;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P36.4;P36.4;P364;SEPSIS OF NEWBORN DUE TO ESCHERICHIA COLI;BACTERIAL SEPSIS OF NEWBORN;SEPSIS OF NEWBORN DUE TO ESCHERICHIA COLI;;250;4-032;3-045;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P36.5;P36.5;P365;SEPSIS OF NEWBORN DUE TO ANAEROBES;BACTERIAL SEPSIS OF NEWBORN;SEPSIS OF NEWBORN DUE TO ANAEROBES;;250;4-032;3-045;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P36.8;P36.8;P368;OTHER BACTERIAL SEPSIS OF NEWBORN;BACTERIAL SEPSIS OF NEWBORN;OTHER BACTERIAL SEPSIS OF NEWBORN;;250;4-032;3-045;2-069;1-092,,2025-11-20 20:18:05
"4;T;X;16;P35;P36.9;P36.9;P369;BACTERIAL SEPSIS OF NEWBORN, UNSPECIFIED;BACTERIAL SEPSIS OF NEWBORN;BACTERIAL SEPSIS OF NEWBORN, UNSPECIFIED;;250;4-032;3-045;2-069;1-092",,2025-11-20 20:18:05
3;N;X;16;P35;P37.-;P37;P37;OTHER CONGENITAL INFECTIOUS AND PARASITIC DISEASES;OTHER CONGENITAL INFECTIOUS AND PARASITIC DISEASES;;;250;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P37.0;P37.0;P370;CONGENITAL TUBERCULOSIS;OTHER CONGENITAL INFECTIOUS AND PARASITIC DISEASES;CONGENITAL TUBERCULOSIS;;250;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P37.1;P37.1;P371;CONGENITAL TOXOPLASMOSIS;OTHER CONGENITAL INFECTIOUS AND PARASITIC DISEASES;CONGENITAL TOXOPLASMOSIS;;250;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P37.2;P37.2;P372;NEONATAL (DISSEMINATED) LISTERIOSIS;OTHER CONGENITAL INFECTIOUS AND PARASITIC DISEASES;NEONATAL (DISSEMINATED) LISTERIOSIS;;250;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P37.3;P37.3;P373;CONGENITAL FALCIPARUM MALARIA;OTHER CONGENITAL INFECTIOUS AND PARASITIC DISEASES;CONGENITAL FALCIPARUM MALARIA;;250;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P37.4;P37.4;P374;OTHER CONGENITAL MALARIA;OTHER CONGENITAL INFECTIOUS AND PARASITIC DISEASES;OTHER CONGENITAL MALARIA;;250;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P37.5;P37.5;P375;NEONATAL CANDIDIASIS;OTHER CONGENITAL INFECTIOUS AND PARASITIC DISEASES;NEONATAL CANDIDIASIS;;250;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P37.8;P37.8;P378;OTHER SPECIFIED CONGENITAL INFECTIOUS AND PARASITIC DISEASES;OTHER CONGENITAL INFECTIOUS AND PARASITIC DISEASES;OTHER SPECIFIED CONGENITAL INFECTIOUS AND PARASITIC DISEASES;;250;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
"4;T;X;16;P35;P37.9;P37.9;P379;CONGENITAL INFECTIOUS AND PARASITIC DISEASE, UNSPECIFIED;OTHER CONGENITAL INFECTIOUS AND PARASITIC DISEASES;CONGENITAL INFECTIOUS AND PARASITIC DISEASE, UNSPECIFIED;;250;4-035;3-048;2-069;1-092",,2025-11-20 20:18:05
3;T;X;16;P35;P38;P38;P38;OMPHALITIS OF NEWBORN WITH OR WITHOUT MILD HAEMORRHAGE;OMPHALITIS OF NEWBORN WITH OR WITHOUT MILD HAEMORRHAGE;;;251;4-033;3-046;2-069;1-092,,2025-11-20 20:18:05
3;N;X;16;P35;P39.-;P39;P39;OTHER INFECTIONS SPECIFIC TO THE PERINATAL PERIOD;OTHER INFECTIONS SPECIFIC TO THE PERINATAL PERIOD;;;251;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P39.0;P39.0;P390;NEONATAL INFECTIVE MASTITIS;OTHER INFECTIONS SPECIFIC TO THE PERINATAL PERIOD;NEONATAL INFECTIVE MASTITIS;;251;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P39.1;P39.1;P391;NEONATAL CONJUNCTIVITIS AND DACRYOCYSTITIS;OTHER INFECTIONS SPECIFIC TO THE PERINATAL PERIOD;NEONATAL CONJUNCTIVITIS AND DACRYOCYSTITIS;;251;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
"4;T;X;16;P35;P39.2;P39.2;P392;INTRA-AMNIOTIC INFECTION OF FETUS, NOT ELSEWHERE CLASSIFIED;OTHER INFECTIONS SPECIFIC TO THE PERINATAL PERIOD;INTRA-AMNIOTIC INFECTION OF FETUS, NOT ELSEWHERE CLASSIFIED;;251;4-035;3-048;2-069;1-092",,2025-11-20 20:18:05
4;T;X;16;P35;P39.3;P39.3;P393;NEONATAL URINARY TRACT INFECTION;OTHER INFECTIONS SPECIFIC TO THE PERINATAL PERIOD;NEONATAL URINARY TRACT INFECTION;;251;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P39.4;P39.4;P394;NEONATAL SKIN INFECTION;OTHER INFECTIONS SPECIFIC TO THE PERINATAL PERIOD;NEONATAL SKIN INFECTION;;251;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P35;P39.8;P39.8;P398;OTHER SPECIFIED INFECTIONS SPECIFIC TO THE PERINATAL PERIOD;OTHER INFECTIONS SPECIFIC TO THE PERINATAL PERIOD;OTHER SPECIFIED INFECTIONS SPECIFIC TO THE PERINATAL PERIOD;;251;4-035;3-048;2-069;1-092,,2025-11-20 20:18:05
"4;T;X;16;P35;P39.9;P39.9;P399;INFECTION SPECIFIC TO THE PERINATAL PERIOD, UNSPECIFIED;OTHER INFECTIONS SPECIFIC TO THE PERINATAL PERIOD;INFECTION SPECIFIC TO THE PERINATAL PERIOD, UNSPECIFIED;;251;4-035;3-048;2-069;1-092",,2025-11-20 20:18:05
3;N;X;16;P50;P50.-;P50;P50;FETAL BLOOD LOSS;FETAL BLOOD LOSS;;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P50.0;P50.0;P500;FETAL BLOOD LOSS FROM VASA PRAEVIA;FETAL BLOOD LOSS;FETAL BLOOD LOSS FROM VASA PRAEVIA;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P50.1;P50.1;P501;FETAL BLOOD LOSS FROM RUPTURED CORD;FETAL BLOOD LOSS;FETAL BLOOD LOSS FROM RUPTURED CORD;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P50.2;P50.2;P502;FETAL BLOOD LOSS FROM PLACENTA;FETAL BLOOD LOSS;FETAL BLOOD LOSS FROM PLACENTA;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P50.3;P50.3;P503;HAEMORRHAGE INTO CO-TWIN;FETAL BLOOD LOSS;HAEMORRHAGE INTO CO-TWIN;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P50.4;P50.4;P504;HAEMORRHAGE INTO MATERNAL CIRCULATION;FETAL BLOOD LOSS;HAEMORRHAGE INTO MATERNAL CIRCULATION;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P50.5;P50.5;P505;FETAL BLOOD LOSS FROM CUT END OF CO-TWIN'S CORD;FETAL BLOOD LOSS;FETAL BLOOD LOSS FROM CUT END OF CO-TWIN'S CORD;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P50.8;P50.8;P508;OTHER FETAL BLOOD LOSS;FETAL BLOOD LOSS;OTHER FETAL BLOOD LOSS;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
"4;T;X;16;P50;P50.9;P50.9;P509;FETAL BLOOD LOSS, UNSPECIFIED;FETAL BLOOD LOSS;FETAL BLOOD LOSS, UNSPECIFIED;;253;4-034;3-047;2-069;1-092",,2025-11-20 20:18:05
3;N;X;16;P50;P51.-;P51;P51;UMBILICAL HAEMORRHAGE OF NEWBORN;UMBILICAL HAEMORRHAGE OF NEWBORN;;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P51.0;P51.0;P510;MASSIVE UMBILICAL HAEMORRHAGE OF NEWBORN;UMBILICAL HAEMORRHAGE OF NEWBORN;MASSIVE UMBILICAL HAEMORRHAGE OF NEWBORN;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P51.8;P51.8;P518;OTHER UMBILICAL HAEMORRHAGES OF NEWBORN;UMBILICAL HAEMORRHAGE OF NEWBORN;OTHER UMBILICAL HAEMORRHAGES OF NEWBORN;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
"4;T;X;16;P50;P51.9;P51.9;P519;UMBILICAL HAEMORRHAGE OF NEWBORN, UNSPECIFIED;UMBILICAL HAEMORRHAGE OF NEWBORN;UMBILICAL HAEMORRHAGE OF NEWBORN, UNSPECIFIED;;253;4-034;3-047;2-069;1-092",,2025-11-20 20:18:05
3;N;X;16;P50;P52.-;P52;P52;INTRACRANIAL NONTRAUMATIC HAEMORRHAGE OF FETUS AND NEWBORN;INTRACRANIAL NONTRAUMATIC HAEMORRHAGE OF FETUS AND NEWBORN;;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
"4;T;X;16;P50;P52.0;P52.0;P520;INTRAVENTRICULAR (NONTRAUMATIC) HAEMORRHAGE, GRADE 1, OF FETUS AND NEWBORN;INTRACRANIAL NONTRAUMATIC HAEMORRHAGE OF FETUS AND NEWBORN;INTRAVENTRICULAR (NONTRAUMATIC) HAEMORRHAGE, GRADE 1, OF FETUS AND NEWBORN;;253;4-034;3-047;2-069;1-092",,2025-11-20 20:18:05
"4;T;X;16;P50;P52.1;P52.1;P521;INTRAVENTRICULAR (NONTRAUMATIC) HAEMORRHAGE, GRADE 2, OF FETUS AND NEWBORN;INTRACRANIAL NONTRAUMATIC HAEMORRHAGE OF FETUS AND NEWBORN;INTRAVENTRICULAR (NONTRAUMATIC) HAEMORRHAGE, GRADE 2, OF FETUS AND NEWBORN;;253;4-034;3-047;2-069;1-092",,2025-11-20 20:18:05
"4;T;X;16;P50;P52.2;P52.2;P522;INTRAVENTRICULAR (NONTRAUMATIC) HAEMORRHAGE, GRADE 3, AND GRADE 4 OF FETUS AND NEWBORN;INTRACRANIAL NONTRAUMATIC HAEMORRHAGE OF FETUS AND NEWBORN;INTRAVENTRICULAR (NONTRAUMATIC) HAEMORRHAGE, GRADE 3, AND GRADE 4 OF FETUS AND NEWBORN;;253;4-034;3-047;2-069;1-092",,2025-11-20 20:18:05
4;T;X;16;P50;P52.3;P52.3;P523;UNSPECIFIED INTRAVENTRICULAR (NONTRAUMATIC) HAEMORRHAGE OF FETUS AND NEWBORN;INTRACRANIAL NONTRAUMATIC HAEMORRHAGE OF FETUS AND NEWBORN;UNSPECIFIED INTRAVENTRICULAR (NONTRAUMATIC) HAEMORRHAGE OF FETUS AND NEWBORN;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P52.4;P52.4;P524;INTRACEREBRAL (NONTRAUMATIC) HAEMORRHAGE OF FETUS AND NEWBORN;INTRACRANIAL NONTRAUMATIC HAEMORRHAGE OF FETUS AND NEWBORN;INTRACEREBRAL (NONTRAUMATIC) HAEMORRHAGE OF FETUS AND NEWBORN;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P52.5;P52.5;P525;SUBARACHNOID (NONTRAUMATIC) HAEMORRHAGE OF FETUS AND NEWBORN;INTRACRANIAL NONTRAUMATIC HAEMORRHAGE OF FETUS AND NEWBORN;SUBARACHNOID (NONTRAUMATIC) HAEMORRHAGE OF FETUS AND NEWBORN;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P52.6;P52.6;P526;CEREBELLAR (NONTRAUMATIC) AND POSTERIOR FOSSA HAEMORRHAGE OF FETUS AND NEWBORN;INTRACRANIAL NONTRAUMATIC HAEMORRHAGE OF FETUS AND NEWBORN;CEREBELLAR (NONTRAUMATIC) AND POSTERIOR FOSSA HAEMORRHAGE OF FETUS AND NEWBORN;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P52.8;P52.8;P528;OTHER INTRACRANIAL (NONTRAUMATIC) HAEMORRHAGES OF FETUS AND NEWBORN;INTRACRANIAL NONTRAUMATIC HAEMORRHAGE OF FETUS AND NEWBORN;OTHER INTRACRANIAL (NONTRAUMATIC) HAEMORRHAGES OF FETUS AND NEWBORN;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
"4;T;X;16;P50;P52.9;P52.9;P529;INTRACRANIAL (NONTRAUMATIC) HAEMORRHAGE OF FETUS AND NEWBORN, UNSPECIFIED;INTRACRANIAL NONTRAUMATIC HAEMORRHAGE OF FETUS AND NEWBORN;INTRACRANIAL (NONTRAUMATIC) HAEMORRHAGE OF FETUS AND NEWBORN, UNSPECIFIED;;253;4-034;3-047;2-069;1-092",,2025-11-20 20:18:05
3;T;X;16;P50;P53;P53;P53;HAEMORRHAGIC DISEASE OF FETUS AND NEWBORN;HAEMORRHAGIC DISEASE OF FETUS AND NEWBORN;;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
3;N;X;16;P50;P54.-;P54;P54;OTHER NEONATAL HAEMORRHAGES;OTHER NEONATAL HAEMORRHAGES;;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P54.0;P54.0;P540;NEONATAL HAEMATEMESIS;OTHER NEONATAL HAEMORRHAGES;NEONATAL HAEMATEMESIS;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P54.1;P54.1;P541;NEONATAL MELAENA;OTHER NEONATAL HAEMORRHAGES;NEONATAL MELAENA;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P54.2;P54.2;P542;NEONATAL RECTAL HAEMORRHAGE;OTHER NEONATAL HAEMORRHAGES;NEONATAL RECTAL HAEMORRHAGE;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P54.3;P54.3;P543;OTHER NEONATAL GASTROINTESTINAL HAEMORRHAGE;OTHER NEONATAL HAEMORRHAGES;OTHER NEONATAL GASTROINTESTINAL HAEMORRHAGE;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P54.4;P54.4;P544;NEONATAL ADRENAL HAEMORRHAGE;OTHER NEONATAL HAEMORRHAGES;NEONATAL ADRENAL HAEMORRHAGE;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P54.5;P54.5;P545;NEONATAL CUTANEOUS HAEMORRHAGE;OTHER NEONATAL HAEMORRHAGES;NEONATAL CUTANEOUS HAEMORRHAGE;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P54.6;P54.6;P546;NEONATAL VAGINAL HAEMORRHAGE;OTHER NEONATAL HAEMORRHAGES;NEONATAL VAGINAL HAEMORRHAGE;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P54.8;P54.8;P548;OTHER SPECIFIED NEONATAL HAEMORRHAGES;OTHER NEONATAL HAEMORRHAGES;OTHER SPECIFIED NEONATAL HAEMORRHAGES;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
"4;T;X;16;P50;P54.9;P54.9;P549;NEONATAL HAEMORRHAGE, UNSPECIFIED;OTHER NEONATAL HAEMORRHAGES;NEONATAL HAEMORRHAGE, UNSPECIFIED;;253;4-034;3-047;2-069;1-092",,2025-11-20 20:18:05
3;N;X;16;P50;P55.-;P55;P55;HAEMOLYTIC DISEASE OF FETUS AND NEWBORN;HAEMOLYTIC DISEASE OF FETUS AND NEWBORN;;;252;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P55.0;P55.0;P550;RH ISOIMMUNIZATION OF FETUS AND NEWBORN;HAEMOLYTIC DISEASE OF FETUS AND NEWBORN;RH ISOIMMUNIZATION OF FETUS AND NEWBORN;;252;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P55.1;P55.1;P551;ABO ISOIMMUNIZATION OF FETUS AND NEWBORN;HAEMOLYTIC DISEASE OF FETUS AND NEWBORN;ABO ISOIMMUNIZATION OF FETUS AND NEWBORN;;252;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P55.8;P55.8;P558;OTHER HAEMOLYTIC DISEASES OF FETUS AND NEWBORN;HAEMOLYTIC DISEASE OF FETUS AND NEWBORN;OTHER HAEMOLYTIC DISEASES OF FETUS AND NEWBORN;;252;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
"4;T;X;16;P50;P55.9;P55.9;P559;HAEMOLYTIC DISEASE OF FETUS AND NEWBORN, UNSPECIFIED;HAEMOLYTIC DISEASE OF FETUS AND NEWBORN;HAEMOLYTIC DISEASE OF FETUS AND NEWBORN, UNSPECIFIED;;252;4-034;3-047;2-069;1-092",,2025-11-20 20:18:05
3;N;X;16;P50;P56.-;P56;P56;HYDROPS FETALIS DUE TO HAEMOLYTIC DISEASE;HYDROPS FETALIS DUE TO HAEMOLYTIC DISEASE;;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P56.0;P56.0;P560;HYDROPS FETALIS DUE TO ISOIMMUNIZATION;HYDROPS FETALIS DUE TO HAEMOLYTIC DISEASE;HYDROPS FETALIS DUE TO ISOIMMUNIZATION;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P56.9;P56.9;P569;HYDROPS FETALIS DUE TO OTHER AND UNSPECIFIED HAEMOLYTIC DISEASE;HYDROPS FETALIS DUE TO HAEMOLYTIC DISEASE;HYDROPS FETALIS DUE TO OTHER AND UNSPECIFIED HAEMOLYTIC DISEASE;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
3;N;X;16;P50;P57.-;P57;P57;KERNICTERUS;KERNICTERUS;;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P57.0;P57.0;P570;KERNICTERUS DUE TO ISOIMMUNIZATION;KERNICTERUS;KERNICTERUS DUE TO ISOIMMUNIZATION;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P57.8;P57.8;P578;OTHER SPECIFIED KERNICTERUS;KERNICTERUS;OTHER SPECIFIED KERNICTERUS;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
"4;T;X;16;P50;P57.9;P57.9;P579;KERNICTERUS, UNSPECIFIED;KERNICTERUS;KERNICTERUS, UNSPECIFIED;;253;4-034;3-047;2-069;1-092",,2025-11-20 20:18:05
3;N;X;16;P50;P58.-;P58;P58;NEONATAL JAUNDICE DUE TO OTHER EXCESSIVE HAEMOLYSIS;NEONATAL JAUNDICE DUE TO OTHER EXCESSIVE HAEMOLYSIS;;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P58.0;P58.0;P580;NEONATAL JAUNDICE DUE TO BRUISING;NEONATAL JAUNDICE DUE TO OTHER EXCESSIVE HAEMOLYSIS;NEONATAL JAUNDICE DUE TO BRUISING;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P58.1;P58.1;P581;NEONATAL JAUNDICE DUE TO BLEEDING;NEONATAL JAUNDICE DUE TO OTHER EXCESSIVE HAEMOLYSIS;NEONATAL JAUNDICE DUE TO BLEEDING;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P58.2;P58.2;P582;NEONATAL JAUNDICE DUE TO INFECTION;NEONATAL JAUNDICE DUE TO OTHER EXCESSIVE HAEMOLYSIS;NEONATAL JAUNDICE DUE TO INFECTION;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P58.3;P58.3;P583;NEONATAL JAUNDICE DUE TO POLYCYTHAEMIA;NEONATAL JAUNDICE DUE TO OTHER EXCESSIVE HAEMOLYSIS;NEONATAL JAUNDICE DUE TO POLYCYTHAEMIA;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P58.4;P58.4;P584;NEONATAL JAUNDICE DUE TO DRUGS OR TOXINS TRANSMITTED FROM MOTHER OR GIVEN TO NEWBORN;NEONATAL JAUNDICE DUE TO OTHER EXCESSIVE HAEMOLYSIS;NEONATAL JAUNDICE DUE TO DRUGS OR TOXINS TRANSMITTED FROM MOTHER OR GIVEN TO NEWBORN;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P58.5;P58.5;P585;NEONATAL JAUNDICE DUE TO SWALLOWED MATERNAL BLOOD;NEONATAL JAUNDICE DUE TO OTHER EXCESSIVE HAEMOLYSIS;NEONATAL JAUNDICE DUE TO SWALLOWED MATERNAL BLOOD;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
4;T;X;16;P50;P58.8;P58.8;P588;NEONATAL JAUNDICE DUE TO OTHER SPECIFIED EXCESSIVE HAEMOLYSIS;NEONATAL JAUNDICE DUE TO OTHER EXCESSIVE HAEMOLYSIS;NEONATAL JAUNDICE DUE TO OTHER SPECIFIED EXCESSIVE HAEMOLYSIS;;253;4-034;3-047;2-069;1-092,,2025-11-20 20:18:05
